locus,gene,protein ID,gene length,mass fractions
b4322,uxuA,P24215,1185,6.16E-05
b4323,uxuB,P39160,1461,5.39E-05
b4324,uxuR,P39161,774,0
b4258,valS,P07118,2856,0.001474103
b1742,ves,P76214,576,0
b3745,viaA,P0ADN0,1452,0
b1960,vsr,P09184,471,0
b3633,waaA,P0AC75,1278,5.17E-05
b3628,waaB,P27127,1110,3.12E-05
b3621,waaC,P24173,960,3.20E-05
b3620,waaF,P37692,1047,5.15E-05
b3631,waaG,P25740,1125,3.61E-05
b3615,waaH,P11290,1035,0
b3626,waaJ,P27129,1017,4.59E-05
b3622,waaL,P27243,1260,8.65E-05
b3627,waaO,P27128,1020,0
b3630,waaP,P25741,798,3.08E-05
b3632,waaQ,P25742,1035,4.47E-05
b3629,waaS,P27126,936,3.03E-05
b3623,waaU,P27242,1074,4.74E-05
b3625,waaY,P27240,699,4.05E-05
b3624,waaZ,P27241,852,5.00E-05
b2035,wbbH,P37748,1167,0
b2034,wbbI,P37749,993,0
b2033,wbbJ,P37750,591,0
b2032,wbbK,P37751,1119,0
b2031,wbbL_1,P36667,474,0
b2059,wcaA,P77414,840,0
b2058,wcaB,P0ACC9,489,0
b2057,wcaC,P71237,1218,0
b2056,wcaD,P71238,1218,0
b2055,wcaE,P71239,747,0
b2054,wcaF,P0ACD2,549,0
b2050,wcaI,P32057,1224,0
b2047,wcaJ,P71241,1395,0
b2045,wcaK,P71242,1281,0
b2044,wcaL,P71243,1221,0
b2043,wcaM,P71244,1395,0
b3786,wecB,P27828,1131,7.59E-05
b3787,wecC,P27829,1263,8.30E-05
b3791,wecE,P27833,1131,9.52E-05
b3561,wecH,P37669,996,0
b1004,wrbA,P0A8G6,597,9.68E-05
b2062,wza,P0A930,1140,0
b2061,wzb,P0AAB2,444,0
b2060,wzc,P76387,2163,0
b2046,wzxC,P77377,1479,0
b3792,wzxE,P0AAA7,1251,0
b3793,wzyE,P27835,1353,0
b2027,wzzB,P76372,981,0.000345558
b3785,wzzE,P0AG00,1047,5.73E-05
b3654,xanP,P0AGM9,1392,0
b2882,xanQ,P67444,1401,0
b2407,xapA,P45563,834,0
b2406,xapB,P45562,1257,0
b2405,xapR,P23841,885,0
b2866,xdhA,Q46799,2259,0
b2867,xdhB,Q46800,879,0
b2868,xdhC,Q46801,480,0
b2881,xdhD,Q46814,2871,0
b3811,xerC,P0A8P6,897,0
b2894,xerD,P0A8P8,897,3.69E-05
b1141,xisE,P75970,246,0
b1346,xisR,P76057,216,0
b2509,xseA,P04994,1371,0
b0422,xseB,P0A8G9,243,2.68E-05
b1749,xthA,P09030,807,0.000221985
b3565,xylA,P00944,1323,0
b3564,xylB,P09099,1455,1.19E-05
b4031,xylE,P0AGF4,1476,0
b3566,xylF,P37387,993,0
b3567,xylG,P37388,1542,0
b3568,xylH,P0AGI4,1182,0
b3569,xylR,P0ACI3,1179,0
b0006,yaaA,P0A8I3,777,0.000105848
b0013,yaaI,P28696,405,0
b0007,yaaJ,P30143,1431,0
b0045,yaaU,P31679,1332,0
b0011,yaaW,P75617,714,0
b0005,yaaX,P75616,297,0
b0024,yaaY,P75620,219,0
b0065,yabI,P30149,765,0
b0056,yabP,P39220,651,0
b0057,yabQ,P39221,159,0
b0122,yacC,P0AA95,348,2.26E-05
b0101,yacG,P0A8H8,198,3.87E-05
b0117,yacH,P36682,1854,0
b0119,yacL,P0A8E5,363,0
b0135,yadC,P31058,1239,0
b0132,yadD,P31665,903,0
b0130,yadE,P31666,1230,0
b0127,yadG,P36879,927,6.18E-05
b0128,yadH,P0AFN6,771,0
b0129,yadI,P36881,441,0
b0136,yadK,P37016,597,0
b0137,yadL,P37017,606,0
b0138,yadM,P37018,570,0
b0141,yadN,P37050,585,0
b0157,yadS,P0AFP0,624,0
b0140,yadV,P33128,741,0
b0193,yaeF,P37056,825,0
b0163,yaeH,P62768,387,0.000106889
b0164,yaeI,P37049,813,0
b4406,yaeP,P0A8K5,201,2.17E-05
b0190,yaeQ,P0AA97,546,1.88E-05
b0187,yaeR,P52096,390,1.65E-05
b0208,yafC,P30864,915,3.52E-05
b0209,yafD,P0A8U2,801,0
b0210,yafE,P30866,624,0
b4503,yafF,Q2EEP9,189,0
b0223,yafJ,Q47147,768,3.69E-05
b0224,yafK,P0AA99,741,0.000116173
b0227,yafL,Q47151,750,0
b0232,yafN,Q47156,294,0
b0233,yafO,Q47157,399,0
b0234,yafP,Q47158,453,0
b0225,yafQ,Q47149,279,0
b0213,yafS,P75672,723,0
b0217,yafT,P77339,786,0
b0218,yafU,P77354,339,0
b0219,yafV,Q47679,771,2.20E-05
b0246,yafW,Q47684,318,0
b0248,yafX,P75676,459,0
b0251,yafY,P77365,444,0
b0252,yafZ,P77206,822,0
b0267,yagA,P37007,1155,0
b0266,yagB,P37008,351,0
b0268,yagE,P75682,909,0
b0269,yagF,P77596,1968,0
b0270,yagG,P75683,1383,0
b0271,yagH,P77713,1611,0
b0272,yagI,P77300,759,0
b0276,yagJ,P77169,732,0
b0277,yagK,P77657,627,0
b0278,yagL,P77607,699,0
b0279,yagM,P71296,855,0
b0280,yagN,P71297,441,0
b0282,yagP,P75684,411,0
b0287,yagU,P0AAA1,615,0.000264342
b0316,yahB,P77700,933,0
b0317,yahC,P77219,498,0
b0318,yahD,P77736,606,0
b0319,yahE,P77297,864,0
b0320,yahF,P77187,1548,0
b0321,yahG,P77221,1419,0
b0322,yahH,Q2EEQ3,297,0
b0323,yahI,P77624,951,0
b0324,yahJ,P77554,1383,2.33E-05
b0325,yahK,P75691,1050,0.000110088
b0326,yahL,P77393,816,0
b0327,yahM,P75692,246,0
b0328,yahN,P75693,672,0
b0329,yahO,P75694,276,3.60E-05
b0389,yaiA,P0AAN5,192,1.37E-05
b0391,yaiE,P0C037,285,0.000127775
b0362,yaiF,,387,0
b0387,yaiI,P0A8D3,459,1.48E-05
b0354,yaiL,P51024,540,7.01E-05
b0358,yaiO,Q47534,774,0
b0363,yaiP,Q47536,1197,0
b0364,yaiS,P71311,558,0
b0371,yaiT,P77199,1461,0
b0374,yaiU,,1404,0
b0375,yaiV,P0AAP5,669,0
b0378,yaiW,P77562,1095,0
b0359,yaiX,P75697,216,0
b0379,yaiY,P0AAP7,309,0
b0380,yaiZ,P0AAQ0,213,0
b0407,yajC,P0ADZ7,333,0.000940211
b0410,yajD,P0AAQ2,348,0
b0434,yajG,P0ADA5,579,0.000299827
b0412,yajI,P46122,540,0
b0424,yajL,Q46948,591,5.03E-05
b0419,yajO,P77735,975,6.28E-05
b0426,yajQ,P0A8E7,492,0.000441988
b0427,yajR,P77726,1365,4.92E-05
b0456,ybaA,P0AAQ6,354,0
b0471,ybaB,P0A8B5,330,0.000485817
b0445,ybaE,P46890,1701,0
b0481,ybaK,P0AAR3,480,7.64E-05
b0478,ybaL,P39830,1677,4.86E-05
b0466,ybaM,P45807,162,0
b0468,ybaN,P0AAR5,378,0
b0482,ybaP,P77301,795,0
b0483,ybaQ,P0A9T6,342,4.14E-05
b0485,ybaS,P77454,933,0
b0486,ybaT,P77400,1293,0
b0442,ybaV,P0AAR8,372,0
b0453,ybaY,P77717,573,6.65E-05
b0495,ybbA,P0A9T8,687,1.18E-05
b0498,ybbC,P33668,369,0
b0500,ybbD,P33669,261,0
b0488,ybbJ,P0AAS3,459,0
b0492,ybbN,P77395,855,0.000356564
b0493,ybbO,P0AFP4,810,3.34E-05
b0496,ybbP,P77504,2415,0
b0511,ybbW,P75712,1455,0
b0513,ybbY,P77328,1302,0
b0539,ybcC,P75717,264,0
b4508,ybcD,P77528,237,0
b0521,ybcF,P37306,894,0
b0567,ybcH,P37325,891,0
b0527,ybcI,P45570,522,0
b0528,ybcJ,P0AAS7,213,6.63E-05
b0544,ybcK,P77698,1527,0
b0545,ybcL,P77368,552,0
b0546,ybcM,P77634,798,0
b0547,ybcN,Q47269,456,0
b0549,ybcO,P68661,291,0
b0551,ybcQ,Q47274,384,0
b0558,ybcV,P77598,411,0
b0559,ybcW,P64435,207,0
b0562,ybcY,P77460,585,0
b4512,ybdD,P0AAS9,198,0
b0579,ybdF,P0AAT2,369,1.36E-05
b0577,ybdG,P0AAT4,1248,6.06E-05
b0599,ybdH,P45579,1089,0.000147868
b0580,ybdJ,P77506,249,0
b0581,ybdK,P77213,1119,0
b0600,ybdL,P77806,1161,7.24E-05
b0601,ybdM,P77174,630,0
b0602,ybdN,P77216,1221,0
b0603,ybdO,P77746,903,0
b0608,ybdR,P77316,1239,0
b4511,ybdZ,P18393,219,0
b0631,ybeD,P0A8J4,264,0.000184157
b0629,ybeF,P30979,954,0
b0643,ybeL,P0AAT9,483,9.49E-05
b0625,ybeM_1,P39874,228,0
b0626,ybeM_2,,564,0
b0644,ybeQ,P77234,978,0
b0645,ybeR,P77627,708,0
b0647,ybeT,P77296,555,0
b0648,ybeU,P77427,708,0
b0658,ybeX,P0AE78,879,0.000179502
b0659,ybeY,P0A898,468,5.37E-05
b0660,ybeZ,P0A9K3,1080,0.000216946
b0699,ybfA,P0AAU2,207,0
b0702,ybfB,P0AAU5,327,0
b0704,ybfC,P28915,570,0
b0706,ybfD,P28916,762,0
b0685,ybfE,P0AAU7,294,1.28E-05
b0686,ybfF,P75736,765,6.25E-05
b0690,ybfG,P37003,411,0
b0691,ybfH,,210,0
b4590,ybfK,P46121,258,0
b0705,ybfL,P75741,1062,0
b0682,ybfN,P75734,327,0
b0703,ybfO,P77779,1434,0
b0689,ybfP,P75737,495,0
b4514,ybfQ,Q2EEQ8,255,0
b0707,ybgA,P24252,510,0
b0736,ybgC,P0A8Z3,405,0
b0719,ybgD,P37909,567,0
b0735,ybgE,P0AAV0,294,0
b0710,ybgI,P0AFP6,744,0.000231336
b0711,ybgJ,P0AAV4,657,5.78E-05
b0712,ybgK,P75745,933,8.55E-05
b0713,ybgL,P75746,735,3.13E-05
b0716,ybgO,P75748,1062,0
b0717,ybgP,P75749,729,0
b0718,ybgQ,P75750,2448,0
b0753,ybgS,P0AAV6,381,0
b0766,ybhA,P21829,819,0.000103859
b0773,ybhB,P12994,477,3.58E-05
b0772,ybhC,P46130,1284,0.0004005
b0768,ybhD,P52696,1017,0
b0794,ybhF,P0A9U1,1737,7.15E-06
b0795,ybhG,P75777,999,2.59E-05
b0769,ybhH,P0AAV8,1053,0
b0770,ybhI,P75763,1434,0
b0771,ybhJ,P75764,2262,0
b0780,ybhK,P75767,909,2.03E-05
b0786,ybhL,P0AAC4,705,8.26E-05
b0787,ybhM,P75769,714,0
b0788,ybhN,P75770,957,0
b0790,ybhP,P0AAW1,762,0
b0791,ybhQ,P0AAW5,411,0
b0792,ybhR,P0AFP9,1107,0
b0793,ybhS,P0AFQ2,1134,0
b0798,ybiA,P30176,483,0
b0800,ybiB,P30177,963,0.000167686
b0801,ybiC,P30178,1086,0.000510922
b0796,ybiH,P0ACU0,672,7.72E-06
b0803,ybiI,P41039,267,0
b0802,ybiJ,P0AAX3,261,4.92E-05
b0808,ybiO,P75783,2226,0
b0818,ybiR,P75788,1119,0
b0820,ybiT,P0A9U3,1593,0.000345712
b0821,ybiU,P75791,1266,3.27E-05
b0822,ybiV,P75792,816,6.61E-05
b0823,ybiW,P75793,2433,0
b0804,ybiX,P75779,678,0
b0824,ybiY,P75794,927,0
b0850,ybjC,P46119,288,0
b0876,ybjD,P75828,1659,0
b0841,ybjG,P75806,597,0
b0843,ybjH,P0AAY4,285,0
b0844,ybjI,P75809,816,0
b0845,ybjJ,P75810,1209,0
b0847,ybjL,P60869,1686,0
b0848,ybjM,P64439,378,0
b0853,ybjN,P0AAY6,477,6.75E-05
b0858,ybjO,P0AAZ0,489,0
b0865,ybjP,P75818,516,9.05E-05
b0866,ybjQ,P0A8C1,324,4.22E-05
b0868,ybjS,P75821,1014,4.56E-05
b0869,ybjT,P75822,1431,0
b0877,ybjX,P75829,957,0.000143513
b0897,ycaC,P21367,627,0
b0898,ycaD,P21503,1149,0
b0913,ycaI,P37443,2265,0
b0901,ycaK,P43340,591,2.59E-05
b0909,ycaL,P43674,765,0
b0899,ycaM,P75835,1431,0
b0900,ycaN,P75836,909,0
b0905,ycaO,P75838,1761,0.00032153
b0906,ycaP,P75839,693,0
b0916,ycaQ,P75843,1233,0
b0917,ycaR,P0AAZ7,183,6.41E-05
b0944,ycbF,P40876,711,0
b0919,ycbJ,P0AB03,894,0
b0926,ycbK,P0AB06,549,0
b0942,ycbU,P75859,543,0
b0943,ycbV,P75860,516,0
b0947,ycbX,P75863,1110,6.70E-05
b0955,ycbZ,P75867,1761,8.56E-05
b0970,yccA,P0AAC6,660,0.000476994
b1001,yccE,P36661,1257,0
b0961,yccF,P0AB12,447,3.38E-05
b1003,yccJ,P0AB14,228,3.30E-05
b0992,yccM,P52636,1074,0
b0960,yccS,P75870,2154,2.20E-05
b0964,yccT,P0A8X4,663,0
b0965,yccU,P75874,414,7.10E-05
b0968,yccX,P0AB65,279,2.48E-05
b1029,ycdU,P75910,987,0
b1034,ycdX,P75914,738,0.000133888
b1035,ycdY,P75915,555,0.000194503
b1036,ycdZ,P75916,492,0
b1055,yceA,P24188,1053,0.000545121
b1063,yceB,P0AB26,561,2.91E-05
b1088,yceD,P0AB28,522,0.000158181
b1087,yceF,P0A729,585,5.11E-05
b1067,yceH,P29217,648,8.94E-05
b1056,yceI,P0A8X2,576,0.000207212
b1057,yceJ,P75925,567,0
b1050,yceK,P0AB31,228,0
b1068,yceM,P75931,924,3.04E-05
b1058,yceO,P64442,141,0
b1085,yceQ,P62066,321,0
b1100,ycfH,P0AFQ7,798,6.43E-05
b1110,ycfJ,P0AB35,540,0
b1154,ycfK,P45581,630,0
b1104,ycfL,P75946,378,0
b1108,ycfP,P0A8E1,543,0.000122702
b1115,ycfT,P75955,1074,0
b1121,ycfZ,P75961,789,0
b1188,ycgB,P29013,1533,0
b1169,ycgH_1,,321,0
b1170,ycgH_2,,1017,0
b1173,ycgI,P76000,213,0
b1177,ycgJ,P76001,369,0
b1179,ycgL,P0AB43,327,6.90E-05
b1180,ycgM,P76004,660,8.58E-05
b1181,ycgN,P0A8L5,447,0
b1194,ycgR,P76010,735,2.67E-06
b1202,ycgV,P76017,2868,0
b1161,ycgX,P75988,405,0
b1196,ycgY,P76012,441,0
b1164,ycgZ,P75991,237,0
b1214,ychA,P0AGM5,810,0
b1242,ychE,P25743,648,0
b3217,ychE_1,,480,0
b1203,ychF,P0ABU2,1092,0.000589676
b1240,ychG_1,P30192,231,0
b1239,ychG_2,,591,0
b1205,ychH,P0AB49,279,0
b1233,ychJ,P37052,459,2.21E-05
b1219,ychN,P0AB52,354,0.000117738
b1220,ychO,P39165,1254,0
b1213,ychQ,Q46755,393,0
b1228,ychS,P76023,276,0
b1253,yciA,P0A8Z0,399,4.85E-05
b1254,yciB,P0A710,540,0
b1255,yciC,P21365,744,4.81E-05
b1257,yciE,P21363,507,0
b1258,yciF,P21362,501,0
b1259,yciG,P21361,180,2.15E-06
b1282,yciH,P08245,327,4.43E-05
b1251,yciI,P0AB55,297,0.000129742
b1271,yciK,P31808,759,6.33E-05
b1273,yciN,P0AB61,252,3.53E-05
b1267,yciO,P0AFR4,621,7.88E-05
b1268,yciQ,P45848,1896,0
b1284,yciT,P76034,750,0.000118068
b1248,yciU,P0A8L7,330,7.43E-05
b1266,yciV,P77766,882,0
b1287,yciW,P76035,1128,0.000169378
b4523,yciX,P58094,168,0
b4595,yciY,A5A613,174,0
b4596,yciZ,A5A614,174,0
b1289,ycjD,P45736,354,0
b1322,ycjF,P0A8R7,1062,3.66E-05
b1325,ycjG,P51981,966,1.97E-05
b1309,ycjM,P76041,1680,0
b1310,ycjN,P76042,1293,0
b1311,ycjO,P0AFR7,882,0
b1312,ycjP,P77716,843,0
b1313,ycjQ,P76043,1053,0
b1314,ycjR,P76044,789,0
b1315,ycjS,P77503,1056,0
b1316,ycjT,P77154,2268,0
b1317,ycjU,P77366,660,0
b1318,ycjV,P77481,969,0
b1320,ycjW,P77615,999,2.25E-05
b1321,ycjX,P76046,1398,2.68E-05
b1327,ycjY,P76049,933,1.07E-05
b1347,ydaC,P33230,210,0
b4526,ydaE,P38394,171,0
b4527,ydaF,P0ACW0,156,0
b1355,ydaG,P76061,135,0
b1342,ydaN,P64423,984,3.21E-05
b1357,ydaS,P76063,297,0
b1358,ydaT,P76064,423,0
b1359,ydaU,P76065,858,0
b1360,ydaV,P77546,747,0
b1361,ydaW,P76066,561,0
b1366,ydaY,P76069,360,0
b1401,ydbA_1,P33666,2559,0
b1405,ydbA_2,,3324,0
b1406,ydbC,P25906,861,2.95E-05
b1407,ydbD,P25907,2307,0
b1381,ydbH,P52645,2640,0
b4529,ydbJ,P0ACW2,267,0
b1378,ydbK,P52647,3525,0.000271249
b1383,ydbL,P76076,327,2.18E-05
b1419,ydcA,P0ACW4,174,0
b1460,ydcC,P28917,1137,0
b1457,ydcD,P31991,483,0
b1414,ydcF,P34209,801,8.70E-05
b1426,ydcH,P0ACW6,225,0
b1422,ydcI,P77171,924,0.000138983
b1423,ydcJ,P76097,1344,0
b1428,ydcK,P76100,981,0
b1431,ydcL,P64451,669,6.64E-05
b1432,ydcM,P76102,1209,0
b1433,ydcO,P76103,1176,0
b1435,ydcP,P76104,1962,0.000137576
b1439,ydcR,P77730,1407,0
b1440,ydcS,P76108,1146,3.47E-05
b1441,ydcT,P77795,1014,0
b1442,ydcU,P77156,942,0
b1443,ydcV,P0AFR9,795,0
b1446,ydcY,P64455,234,9.67E-05
b1447,ydcZ,P76111,450,0
b1496,yddA,P31826,1686,0
b1495,yddB,P31827,2373,1.36E-05
b1464,yddE,P37757,894,0
b1473,yddG,P46136,882,0
b1462,yddH,P76121,570,0
b1470,yddJ,P76122,336,0
b1471,yddK,P76123,957,0
b1472,yddL,P77519,291,0
b1477,yddM,P67699,363,0
b1491,yddW,P64426,1320,0
b1528,ydeA,P31122,1191,0
b1534,ydeE,P31126,1188,0
b1536,ydeI,P31130,393,0
b1537,ydeJ,P31131,519,0
b1510,ydeK,P32051,3978,0
b1497,ydeM,P76134,1158,0
b1498,ydeN,P77318,1683,2.29E-05
b1499,ydeO,P76135,762,0
b1501,ydeP,P77561,2280,0
b1502,ydeQ,P77588,915,0
b1503,ydeR,P77294,504,0
b1504,ydeS,P77789,531,0
b1505,ydeT,P76137,1149,0
b1509,ydeU,P77286,1401,0
b1571,ydfA,P0ACW8,156,0
b1572,ydfB,P29009,129,0
b1573,ydfC,P21418,219,0
b1576,ydfD,P29010,192,0
b1577,ydfE,Q47138,921,0
b1539,ydfG,P39831,747,0.000531945
b1540,ydfH,P0ACM2,687,3.64E-05
b1542,ydfI,P77260,1461,0
b1543,ydfJ,P77228,1284,0
b1544,ydfK,P76154,234,6.96E-06
b1547,ydfN,P77515,963,0
b1549,ydfO,P76156,411,0
b1555,ydfR,P76160,312,0
b1559,ydfT,P76161,753,0
b1560,ydfU,P76162,1050,0
b1565,ydfV,P76163,306,0
b1567,ydfW,P76164,150,0
b1568,ydfX,P76165,291,0
b1541,ydfZ,P64463,204,5.77E-06
b1614,ydgA,P77804,1509,0.000248834
b1607,ydgC,P0ACX0,336,0
b1598,ydgD,P76176,822,0
b1604,ydgH,P76177,945,0.000703885
b1605,ydgI,P0AAE5,1383,0
b1624,ydgJ,P77376,1041,0.000138311
b1626,ydgK,P76180,441,0
b4601,ydgU,A5A617,84,0
b1659,ydhB,P0ACR2,933,0
b1660,ydhC,P37597,1212,0
b1647,ydhF,P76187,897,7.14E-05
b1643,ydhI,P64471,237,0
b1644,ydhJ,P76185,858,0
b1645,ydhK,P76186,2013,0
b1648,ydhL,P64474,240,0
b1657,ydhP,P77389,1170,0
b1664,ydhQ,P77552,1257,0.000143973
b1667,ydhR,P0ACX3,306,0.000133399
b1668,ydhS,P77148,1605,0
b1669,ydhT,P77147,813,0
b1670,ydhU,P77409,786,0
b1673,ydhV,P76192,2103,0
b1672,ydhW,P77564,648,0
b1671,ydhX,P77375,720,0
b1674,ydhY,P0AAL6,627,0
b1675,ydhZ,P0ACX5,210,2.49E-05
b1692,ydiB,P0A6D5,867,0
b1705,ydiE,P0ACX9,192,0
b1694,ydiF,P37766,1596,0
b1685,ydiH,P64476,270,0
b1687,ydiJ,P77748,3057,0.000876369
b1688,ydiK,P0AFS7,1113,0
b1689,ydiL,P76196,357,0
b1690,ydiM,P76197,1215,0
b1691,ydiN,P76198,1266,0
b1695,ydiO,P0A9U8,1152,0
b1696,ydiP,P77402,912,0
b1697,ydiQ,P76201,765,0
b1698,ydiR,P77378,939,0
b1699,ydiS,P77337,1290,0
b1700,ydiT,P77714,294,0
b1706,ydiU,P77649,1437,6.52E-05
b1707,ydiV,P76204,714,0
b1722,ydiY,P76206,759,0
b1724,ydiZ,P64479,291,1.35E-05
b1765,ydjA,P0ACY1,552,0.000150194
b1769,ydjE,P38055,1359,0
b1770,ydjF,P77721,759,1.46E-05
b1771,ydjG,P77256,981,0
b1772,ydjH,P77493,948,0
b1773,ydjI,P77704,837,0
b1774,ydjJ,P77280,1044,0
b1775,ydjK,P76230,1380,0
b1776,ydjL,P77539,1077,0
b1728,ydjM,P64481,591,0
b1730,ydjO,P76210,816,0
b1750,ydjX,P76219,711,0
b1751,ydjY,P76220,678,0
b1752,ydjZ,P76221,708,0
b1777,yeaC,P76231,273,0.000275005
b1780,yeaD,P39173,885,0.000326836
b1781,yeaE,P76234,855,0
b1783,yeaG,P0ACY3,1935,0.000104091
b1784,yeaH,P76235,1284,0
b1787,yeaK,P64483,504,5.81E-05
b1789,yeaL,P0ACY6,447,0
b1792,yeaO,P76243,348,2.87E-05
b1795,yeaQ,P64485,249,0
b1797,yeaR,P64488,360,0
b1801,yeaV,P0ABD1,1446,0
b1802,yeaW,P0ABR7,1125,0
b1803,yeaX,P76254,966,0
b1806,yeaY,P0AA91,582,2.27E-05
b1862,yebB,P24238,603,0
b1864,yebC,P0A8A0,741,0.000687259
b1846,yebE,P33218,660,0
b1847,yebF,P33219,357,8.35E-05
b1848,yebG,P0ACY9,291,7.92E-05
b1853,yebK,P46118,870,3.61E-05
b1825,yebO,P64499,288,3.84E-05
b1828,yebQ,P76269,1374,0
b1833,yebS,P0AD03,1284,0
b1834,yebT,P76272,2634,4.64E-05
b1836,yebV,P64503,237,0
b1837,yebW,P76275,192,0
b1839,yebY,P64506,342,9.99E-05
b1840,yebZ,P76278,873,0
b1908,yecA,P0AD05,666,5.23E-05
b1867,yecD,P0ADI7,567,3.87E-05
b1868,yecE,P37348,819,0
b1915,yecF,P0AD07,225,8.77E-06
b1906,yecH,P46887,240,0
b4537,yecJ,P0AD10,252,6.47E-05
b1875,yecM,P52007,567,3.76E-05
b1869,yecN,P64515,396,0
b1904,yecR,P76308,324,0
b1877,yecT,P76296,489,0
b1959,yedA,P0AA70,921,0
b1928,yedD,P31063,414,0.000144356
b1929,yedE,P31064,1206,0.000156238
b1930,yedF,P0AA31,234,5.89E-05
b1958,yedI,P46125,918,1.44E-05
b1962,yedJ,P46144,696,0
b1931,yedK,P76318,669,0
b1932,yedL,P76319,480,0
b1935,yedM,P76321,351,0
b1934,yedN_1,,321,0
b1933,yedN_2,,192,0
b1955,yedP,P76329,816,0
b1963,yedR,P76334,366,0
b1964,yedS_1,P76335,486,2.97E-05
b1965,yedS_2,,210,0
b1966,yedS_3,,405,0
b1968,yedV,P76339,1359,0
b1969,yedW,P76340,672,0
b1970,yedX,P76341,414,0
b2008,yeeA,P33011,1059,0
b2012,yeeD,P33014,228,0.000149357
b2013,yeeE,P33015,1059,7.45E-05
b1978,yeeJ,P76347,7104,0
b1980,yeeL_1,P76349,705,0
b1979,yeeL_2,,327,0
b1983,yeeN,P0A8A2,717,0.000351188
b1985,yeeO,P76352,1644,0
b1999,yeeP,P76359,426,0
b2001,yeeR,P76361,1533,0
b2002,yeeS,P76362,447,0
b2003,yeeT,P64521,222,0
b2006,yeeW,P64526,195,0
b2007,yeeX,P0A8M6,330,0.000560544
b2015,yeeY,P76369,930,0
b2016,yeeZ,P0AD12,825,8.96E-05
b2017,yefM,P69346,252,5.28E-05
b2069,yegD,P36928,1353,2.98E-05
b2063,yegH,P76389,1584,3.45E-05
b2070,yegI,P76393,1947,0
b2071,yegJ,P76394,462,0
b2072,yegK,P76395,762,0
b2073,yegL,P76396,660,0
b2080,yegP,P76402,333,0
b2081,yegQ,P76403,1362,0.000219832
b2085,yegR,P76406,318,0
b2086,yegS,P76407,900,0
b2098,yegT,P76417,1278,0
b2099,yegU,P76418,1005,1.02E-05
b2100,yegV,P76419,966,0
b2101,yegW,P0ACM5,747,2.07E-05
b2102,yegX,P76421,819,0
b2083,yegZ,,219,0
b2108,yehA,P33340,1035,0
b2109,yehB,P33341,2481,0
b2110,yehC,P33342,720,0
b2111,yehD,P33343,543,0
b2112,yehE,P33344,282,0
b2118,yehI,P33346,3633,0
b4541,yehK,P33347,318,0
b2119,yehL,P33348,1089,0
b2120,yehM,P33349,2280,0
b2121,yehP,P33352,1137,0
b2122,yehQ,P33353,1845,0
b2123,yehR,P33354,462,0
b2124,yehS,P33355,471,2.10E-05
b2125,yehT,P0AFT5,720,9.00E-05
b2126,yehU,P0AD14,1686,3.03E-05
b2128,yehW,P33359,732,0
b2129,yehX,P33360,927,0
b2130,yehY,P33361,1158,0
b2152,yeiB,P25747,1158,0
b2157,yeiE,P0ACR4,882,2.01E-05
b2154,yeiG,P33018,837,0.000140897
b2158,yeiH,P62723,1050,0
b2160,yeiI,P33020,1089,0
b2163,yeiL,P0A9E9,660,0
b2171,yeiP,P0A6N8,573,0.000250398
b2172,yeiQ,P33029,1467,1.18E-05
b2173,yeiR,P33030,987,4.22E-05
b2145,yeiS,P64536,240,0
b4502,yeiW,P0AFT8,255,0
b2177,yejA,P33913,1815,0
b2178,yejB,P0AFU0,1095,0
b2179,yejE,P33915,1026,0
b2180,yejF,P33916,1590,1.83E-05
b2181,yejG,P0AD21,345,0
b2186,yejK,P33920,1008,0.000149602
b2187,yejL,P0AD24,228,0.000106783
b2188,yejM,P0AD27,1761,4.70E-05
b2190,yejO,P33924,2511,0
b2230,yfaA,P17994,1689,0
b2244,yfaD,P37014,900,0
b2236,yfaE,P0ABW3,255,0
b2238,yfaH,P45505,207,0
b2233,yfaL,P45508,3753,0
b2225,yfaP,P76462,777,0
b2226,yfaQ,P76463,1650,0
b2228,yfaS_1,,4104,0
b2227,yfaS_2,,486,0
b2229,yfaT,P76466,624,0
b2245,yfaU,P76469,804,0
b2246,yfaV,P76470,1290,0
b2248,yfaX,P77732,783,0
b2249,yfaY,P77808,1203,8.00E-05
b2250,yfaZ,P76471,543,3.84E-05
b2270,yfbK,P76481,1728,0
b2271,yfbL,P76482,972,0
b2272,yfbM,P76483,504,0
b2273,yfbN,P76484,717,0
b2274,yfbO,P76485,477,0
b2275,yfbP,P76486,849,0
b2291,yfbR,P76491,600,3.20E-05
b2292,yfbS,P0AFU2,1833,0
b2293,yfbT,P77625,651,7.94E-05
b2294,yfbU,P0A8W8,495,0.000381233
b2295,yfbV,P0A8D9,456,0
b2327,yfcA,P0AD30,810,0
b2298,yfcC,P39263,1521,0
b2299,yfcD,P65556,543,0.000217078
b2300,yfcE,P67095,555,7.72E-05
b2301,yfcF,P77544,645,1.64E-05
b2302,yfcG,P77526,648,0
b2304,yfcH,P77775,894,4.97E-05
b2305,yfcI,P77768,891,0
b2322,yfcJ,P77549,1179,0
b2325,yfcL,P64540,279,9.20E-05
b2332,yfcO,P76498,822,0
b2333,yfcP,P76499,540,0
b2334,yfcQ,P76500,489,0
b2335,yfcR,P76501,513,0
b2336,yfcS,P77599,753,0
b2337,yfcT,,897,0
b2338,yfcU,P77196,1737,0
b2339,yfcV,P77288,564,0
